Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out,Int,Blocks
531,Kingsley Coman\Kingsley-Coman,fr FRA,FWMF,Bayern Munich,de Bundesliga,21,1996,12.8,607,601,6,0,1,157,17,63,0,0,0,0,439,68,100,110,458,21,5,2,484,1,12,2,15
532,Marvin Compper\Marvin-Compper,de GER,DF,RB Leipzig,de Bundesliga,32,1985,1.0,61,61,0,0,0,8,0,0,0,0,0,0,44,7,10,30,23,7,0,0,55,0,1,0,0
533,Alois Confais\Alois-Confais,fr FRA,MF,Troyes,fr Ligue 1,20,1996,6.8,274,268,6,1,0,56,9,9,0,0,0,0,183,26,65,22,225,20,5,0,217,0,7,5,6
534,Daniel Congré\Daniel-Congre,fr FRA,DF,Montpellier,fr Ligue 1,32,1985,29.3,1260,1230,30,24,0,145,38,13,0,0,0,0,883,74,303,324,797,107,6,5,1023,2,35,24,12
535,Andrea Consigli\Andrea-Consigli,it ITA,GK,Sassuolo,it Serie A,30,1987,36.8,1044,644,400,138,0,68,34,0,0,0,0,0,324,91,629,53,754,0,0,160,690,4,28,2,1
536,Diego Contento\Diego-Contento,de GER,DFFW,Bordeaux,fr Ligue 1,27,1990,1.2,32,28,4,0,0,8,0,1,0,0,0,0,22,2,8,24,3,1,4,0,24,0,1,2,1
537,Andrea Conti\Andrea-Conti,it ITA,DF,Milan,it Serie A,23,1994,1.7,104,90,14,0,0,17,0,2,0,0,0,0,66,24,14,2,78,7,14,0,91,0,2,2,3
538,Lewis Cook\Lewis-Cook,eng ENG,MF,Bournemouth,eng Premier League,20,1997,24.9,1245,1207,38,21,3,243,60,15,14,0,0,0,844,144,257,99,1065,69,2,4,976,1,26,30,30
539,Steve Cook\Steve-Cook,eng ENG,DF,Bournemouth,eng Premier League,26,1991,30.7,1376,1294,82,21,0,231,43,13,0,0,0,0,786,124,466,62,1030,166,61,4,993,1,40,14,28
540,Duje Čop\Duje-Cop,hr CRO,FW,Cagliari,it Serie A,27,1990,1.1,23,22,1,0,0,4,1,0,0,0,0,0,18,2,3,2,17,2,0,1,13,0,2,2,0
541,Francis Coquelin\Francis-Coquelin,fr FRA,MFDF,Arsenal,eng Premier League,26,1991,1.9,93,93,0,0,0,28,2,0,0,0,0,0,71,12,10,4,81,6,0,0,79,0,2,6,0
542,Francis Coquelin\Francis-Coquelin,fr FRA,MFDF,Valencia,es La Liga,26,1991,7.3,314,311,3,2,0,85,11,4,0,0,0,0,230,35,49,30,246,25,1,1,258,5,8,6,6
543,Sébastien Corchia\Sebastien-Corchia,fr FRA,DF,Sevilla,es La Liga,26,1990,9.1,390,335,55,1,1,55,4,23,0,0,0,0,232,58,100,31,273,25,54,0,292,1,13,9,6
544,Alex Cordaz\Alex-Cordaz,it ITA,GK,Crotone,it Serie A,34,1983,38.0,1119,622,497,158,0,65,33,0,0,0,0,0,183,49,887,37,868,1,0,95,520,4,40,1,1
545,Iñigo Córdoba\Inigo-Cordoba,es ESP,FWMF,Athletic Club,es La Liga,20,1997,16.2,543,536,7,4,1,134,17,50,0,0,0,0,383,51,109,376,127,27,3,0,353,3,14,16,37
546,Jhon Córdoba\Jhon-Cordoba,co COL,FW,Köln,de Bundesliga,24,1993,10.6,210,192,18,0,0,47,8,8,0,0,0,0,131,44,35,39,133,26,1,1,141,4,11,4,12
547,Sergio Córdova\Sergio-Cordova,ve VEN,FWMF,Augsburg,de Bundesliga,19,1997,6.5,150,144,6,0,0,44,3,4,0,0,0,0,92,39,19,17,107,12,2,4,111,1,4,2,5
548,Jérémy Cordoval\Jeremy-Cordoval,GPE,DF,Troyes,fr Ligue 1,27,1990,10.2,412,315,97,1,0,83,6,15,0,0,0,0,226,70,116,40,254,21,96,0,317,0,14,6,15
549,Benjamin Corgnet\Benjamin-Corgnet,fr FRA,MFFW,Strasbourg,fr Ligue 1,30,1987,15.3,566,535,31,4,2,113,15,24,10,0,0,0,322,81,163,88,375,67,3,8,369,5,16,24,28
550,Jack Cork\Jack-Cork,eng ENG,MF,Burnley,eng Premier League,28,1989,38.0,1615,1594,21,5,0,309,37,10,2,2,0,0,1121,123,371,177,1229,178,0,5,1268,4,46,24,42
551,Andreas Cornelius\Andreas-Cornelius,dk DEN,FW,Atalanta,it Serie A,24,1993,10.4,304,286,18,0,0,116,9,12,0,0,0,0,167,72,65,179,43,35,0,7,213,1,5,4,16
552,Maxwel Cornet\Maxwel-Cornet,ci CIV,FWMF,Lyon,fr Ligue 1,20,1996,14.1,521,499,22,5,3,105,15,27,10,0,0,0,385,50,86,382,91,36,5,2,399,0,14,12,27
553,Quentin Cornette\Quentin-Cornette,fr FRA,FWMF,Amiens,fr Ligue 1,23,1994,5.0,138,134,4,0,1,31,1,5,3,0,0,0,103,12,23,13,117,6,1,1,96,3,3,6,6
554,Ángel Correa\Angel-Correa,ar ARG,FWMF,Atlético Madrid,es La Liga,22,1995,24.9,897,891,6,0,2,199,13,40,3,0,0,0,697,97,103,176,681,31,0,6,646,9,14,30,48
555,Joaquín Correa\Joaquin-Correa,ar ARG,FWMF,Sevilla,es La Liga,22,1994,13.2,495,478,17,3,1,120,9,9,3,0,0,0,384,61,50,52,392,30,9,5,394,8,4,6,23
556,Andrea Cossu\Andrea-Cossu,it ITA,MFFW,Cagliari,it Serie A,37,1980,2.7,125,102,23,8,0,25,8,11,14,0,3,0,71,12,42,14,108,3,0,0,76,0,4,1,3
557,Angelo da Costa Júnior\Angelo-da-Costa-Junior,br BRA,GK,Bologna,it Serie A,33,1983,4.0,161,112,49,9,0,16,6,0,0,0,0,0,66,18,77,2,126,1,0,25,111,1,2,0,0
558,Andrea Costa\Andrea-Costa,it ITA,DF,Benevento,it Serie A,31,1986,15.3,735,694,41,24,0,87,21,5,0,0,0,0,446,73,216,567,98,41,17,3,560,2,19,15,9
559,Danny da Costa\Danny-da-Costa,de GER,DF,Eint Frankfurt,de Bundesliga,24,1993,13.4,704,568,136,7,0,113,14,32,0,0,0,0,360,147,197,69,450,39,129,2,507,3,21,15,24
560,Diego Costa\Diego-Costa,es ESP,FW,Atlético Madrid,es La Liga,28,1988,11.5,328,323,5,0,1,86,4,5,0,0,0,0,241,51,36,34,237,34,0,14,248,1,8,12,20
561,Douglas Costa\Douglas-Costa,br BRA,FWMF,Juventus,it Serie A,26,1990,19.9,1037,1005,32,0,2,201,60,78,19,2,6,2,733,135,169,897,104,14,11,4,826,1,21,13,39
562,Filippo Costa\Filippo-Costa,it ITA,DFMF,SPAL,it Serie A,22,1995,16.4,750,544,206,23,1,102,33,72,28,5,10,2,340,102,308,523,45,16,155,1,492,6,14,5,39
563,Jaume Costa\Jaume-Costa,es ESP,DF,Villarreal,es La Liga,29,1988,28.3,1581,1400,181,9,0,300,22,63,2,0,0,0,1000,227,354,976,321,89,170,2,1220,7,31,30,40
564,Nuno da Costa\Nuno-da-Costa,cv CPV,FWMF,Strasbourg,fr Ligue 1,26,1991,19.2,386,383,3,0,2,81,14,20,0,0,0,0,224,50,112,35,283,45,1,6,231,2,8,16,23
565,Benoît Costil\Benoit-Costil,fr FRA,GK,Bordeaux,fr Ligue 1,30,1987,36.0,935,662,273,95,0,107,42,0,0,0,0,0,396,18,521,33,773,1,0,97,566,0,31,5,1
566,Kalifa Coulibaly\Kalifa-Coulibaly,ml MLI,FW,Nantes,fr Ligue 1,25,1991,3.8,88,87,1,0,2,20,4,6,0,0,0,0,42,16,30,10,52,13,1,3,52,0,5,1,3
567,Lassana Coulibaly\Lassana-Coulibaly,ml MLI,MF,Angers,fr Ligue 1,21,1996,9.3,315,313,2,2,0,65,3,7,0,0,0,0,252,23,40,24,273,12,0,3,247,0,7,12,15
568,Thibaut Courtois\Thibaut-Courtois,be BEL,GK,Chelsea,eng Premier League,25,1992,35.0,998,810,188,36,0,155,14,0,0,0,0,0,573,40,385,654,169,0,0,159,734,3,27,2,4
569,Philippe Coutinho\Philippe-Coutinho,br BRA,MFFW,Liverpool,eng Premier League,25,1992,12.3,754,684,70,16,3,133,39,24,51,1,3,2,496,71,187,54,681,18,0,1,557,9,8,22,23
570,Philippe Coutinho\Philippe-Coutinho,br BRA,FWMF,Barcelona,es La Liga,25,1992,14.4,858,799,59,8,1,186,27,17,46,0,0,0,708,67,83,61,774,11,5,3,713,4,14,18,19
571,Nicolas Cozza\Nicolas-Cozza,fr FRA,DFMF,Montpellier,fr Ligue 1,18,1999,6.4,317,273,44,3,0,52,4,14,0,0,0,0,185,36,96,207,46,19,41,1,225,3,11,6,15
572,Alessio Cragno\Alessio-Cragno,it ITA,GK,Cagliari,it Serie A,23,1994,28.2,763,447,316,79,0,53,16,0,0,0,0,0,227,44,492,59,540,0,0,124,475,4,19,1,3
573,Martin Cranie\Martin-Cranie,eng ENG,DFMF,Huddersfield,eng Premier League,30,1986,2.0,91,89,2,1,0,8,1,0,0,0,0,0,67,8,16,28,55,7,1,0,72,0,4,0,2
574,Michele Cremonesi\Michele-Cremonesi,it ITA,DF,SPAL,it Serie A,29,1988,4.3,158,151,7,7,0,21,2,0,0,0,0,0,112,18,28,102,41,8,0,0,128,1,1,0,5
575,Aaron Cresswell\Aaron-Cresswell,eng ENG,DF,West Ham,eng Premier League,27,1989,34.1,1702,1384,318,78,1,302,85,109,63,7,1,0,922,169,611,1304,91,100,176,4,1190,16,57,30,48
576,Lorenzo Crisetig\Lorenzo-Crisetig,it ITA,MF,Bologna,it Serie A,24,1993,6.2,357,349,8,6,0,50,17,1,1,0,0,0,251,52,54,250,84,18,1,1,304,0,7,3,5
577,Bryan Cristante\Bryan-Cristante,it ITA,MFFW,Atalanta,it Serie A,22,1995,31.4,1584,1560,24,15,2,361,31,26,0,0,0,0,1103,230,251,190,1257,54,8,9,1223,7,40,39,50
578,Sebastián Cristóforo\Sebastian-Cristoforo,uy URU,MF,Fiorentina,it Serie A,23,1993,3.0,196,189,7,3,1,38,5,2,0,0,0,0,134,35,27,27,149,16,0,1,158,1,2,5,3
579,Enzo Crivelli\Enzo-Crivelli,fr FRA,FW,Angers,fr Ligue 1,22,1995,11.4,263,254,9,0,1,69,2,3,0,0,0,0,136,40,87,29,148,40,0,18,173,1,4,15,7
580,Enzo Crivelli\Enzo-Crivelli,fr FRA,FW,Caen,fr Ligue 1,22,1995,8.1,144,137,7,1,0,32,1,1,0,0,0,0,82,33,29,9,86,27,0,9,85,0,4,9,8
581,Giovanni Crociata\Giovanni-Crociata,it ITA,FWMF,Crotone,it Serie A,19,1997,3.2,92,84,8,0,0,17,3,1,2,1,0,1,60,16,16,6,71,7,5,0,63,0,0,2,2
582,Luca Crosta\Luca-Crosta,it ITA,GK,Cagliari,it Serie A,19,1998,1.0,24,12,12,2,0,2,0,0,0,0,0,0,9,3,12,1,19,0,0,4,13,1,2,0,0
583,Peter Crouch\Peter-Crouch,eng ENG,FW,Stoke City,eng Premier League,36,1981,17.4,620,611,9,0,1,204,2,5,0,0,0,0,197,182,241,12,255,213,1,16,371,3,10,18,25
584,Juan Cuadrado\Juan-Cuadrado,co COL,FWMF,Juventus,it Serie A,29,1988,15.0,837,817,20,6,1,120,64,50,0,0,0,0,581,100,156,108,681,26,14,0,707,4,13,10,18
585,Iván Cuéllar\Ivan-Cuellar,es ESP,GK,Leganés,es La Liga,33,1984,35.0,927,590,337,139,0,70,22,0,0,0,0,0,117,34,776,734,38,0,0,64,401,6,40,2,5
586,Mickaël Cuisance\Mickael-Cuisance,fr FRA,MFFW,M'Gladbach,de Bundesliga,17,1999,13.4,682,638,44,23,1,121,27,13,13,1,7,1,467,112,103,519,123,23,6,3,540,2,16,10,16
587,Josh Cullen\Josh-Cullen,ie IRL,FWMF,West Ham,eng Premier League,21,1996,0.1,4,3,1,0,0,1,0,0,1,0,0,0,4,0,0,0,4,0,0,0,3,0,0,0,1
588,Patrick Cutrone\Patrick-Cutrone,it ITA,FW,Milan,it Serie A,19,1998,16.7,309,286,23,0,0,68,3,10,1,0,1,0,236,43,30,51,236,9,2,4,233,1,5,7,13
589,Wylan Cyprien\Wylan-Cyprien,fr FRA,MF,Nice,fr Ligue 1,22,1995,10.5,824,775,49,7,0,138,41,15,39,0,0,0,679,43,102,131,671,14,3,0,709,2,14,14,8
590,Marco D'Alessandro\Marco-DAlessandro,it ITA,MFFW,Benevento,it Serie A,26,1991,11.6,292,286,6,1,0,61,5,28,1,0,0,0,206,39,47,50,224,11,4,1,210,2,5,7,20
591,Danilo D'Ambrosio\Danilo-DAmbrosio,it ITA,DF,Inter,it Serie A,28,1988,33.1,2074,1780,294,32,0,259,28,49,1,0,0,0,1329,349,396,526,1188,64,261,5,1700,9,32,35,54
592,Damien Da Silva\Damien-Da-Silva,fr FRA,DF,Caen,fr Ligue 1,29,1988,31.5,1348,1309,39,38,0,198,57,0,0,0,0,0,851,84,413,57,1116,149,1,3,1082,8,49,11,11
593,Kouadio-Yves Dabila\Kouadio-Yves-Dabila,ci CIV,DF,Lille,fr Ligue 1,20,1997,10.5,504,484,20,5,0,47,13,5,0,0,0,0,398,29,77,29,426,32,15,2,422,0,11,8,8
594,Bryan Dabo\Bryan-Dabo,bf BFA,MFFW,Saint-Étienne,fr Ligue 1,25,1992,14.3,607,583,24,6,0,77,9,9,1,0,0,0,476,44,87,117,416,46,13,8,477,2,21,24,12
595,Bryan Dabo\Bryan-Dabo,bf BFA,MF,Fiorentina,it Serie A,25,1992,6.6,320,308,12,5,0,60,7,5,0,0,0,0,232,39,49,61,226,21,5,1,247,1,13,7,9
596,Mahmoud Dahoud\Mahmoud-Dahoud,de GER,MF,Dortmund,de Bundesliga,21,1996,12.7,678,669,9,3,1,128,17,4,5,1,1,0,514,86,78,84,561,31,0,1,568,2,10,14,13
597,Dario Dainelli\Dario-Dainelli,it ITA,DF,Chievo,it Serie A,38,1979,16.7,611,578,33,33,0,86,22,1,0,0,0,0,317,69,225,90,452,40,0,8,459,4,21,10,4
598,Felipe dal Belo\Felipe-dal-Belo,br BRA,DF,SPAL,it Serie A,33,1984,28.6,1309,1213,96,74,0,196,46,8,0,0,0,0,786,175,348,1083,113,63,21,7,1038,5,34,16,23
599,Charlie Daniels\Charlie-Daniels,eng ENG,DFMF,Bournemouth,eng Premier League,30,1986,33.4,1968,1632,336,49,1,393,38,85,12,0,0,0,1201,269,498,1474,84,114,275,5,1459,8,59,47,70
600,Danilo\Danilo,br BRA,DF,Manchester City,eng Premier League,26,1991,15.0,1218,1118,100,6,0,151,24,23,0,0,0,0,968,112,138,134,954,30,94,2,1083,4,13,15,25
601,Scott Dann\Scott-Dann,eng ENG,DF,Crystal Palace,eng Premier League,30,1987,15.9,578,566,12,10,0,89,17,1,0,0,0,0,346,65,167,61,404,89,2,10,448,3,24,4,3
602,Kevin Danso\Kevin-Danso,at AUT,DF,Augsburg,de Bundesliga,18,1998,12.3,523,459,64,20,0,90,26,8,0,0,0,0,287,53,183,19,407,39,44,1,364,1,11,8,12
603,Dante\Dante,br BRA,DF,Nice,fr Ligue 1,33,1983,32.4,2259,2226,33,31,2,227,70,2,0,0,0,0,1906,102,251,1710,426,110,2,4,2053,4,20,18,12
604,Romain Danzé\Romain-Danze,fr FRA,DF,Rennes,fr Ligue 1,31,1986,7.6,443,367,76,1,0,84,7,10,1,0,0,0,263,54,126,6,326,33,74,0,334,1,15,14,11
605,Andrea Danzi\Andrea-Danzi,it ITA,MF,Hellas Verona,it Serie A,18,1999,4.4,190,183,7,4,0,18,2,0,0,0,0,0,149,25,16,24,157,4,1,1,173,0,1,1,0
606,Stéphane Darbion\Stephane-Darbion,fr FRA,FWMF,Troyes,fr Ligue 1,33,1984,18.9,692,657,35,7,1,123,10,61,13,0,0,0,517,51,124,540,103,35,12,0,515,1,3,27,27
607,Palkó Dárdai\Palko-Dardai,hu HUN,FW,Hertha BSC,de Bundesliga,18,1999,0.3,9,9,0,0,0,1,0,0,0,0,0,0,5,2,2,6,1,2,0,0,6,0,0,0,1
608,Sergi Darder\Sergi-Darder,es ESP,MF,Lyon,fr Ligue 1,23,1993,2.3,138,136,2,2,0,16,3,0,0,0,0,0,100,13,25,11,118,6,0,0,118,0,5,0,1
609,Sergi Darder\Sergi-Darder,es ESP,MF,Espanyol,es La Liga,23,1993,30.9,1492,1428,64,38,4,236,47,20,22,0,0,0,1103,107,282,98,1313,71,4,3,1186,8,38,19,39
610,Vladimír Darida\Vladimir-Darida,cz CZE,MF,Hertha BSC,de Bundesliga,26,1990,18.2,971,941,30,26,1,141,32,11,1,0,0,1,617,160,194,216,693,51,1,3,770,2,16,14,35
611,Karl Darlow\Karl-Darlow,eng ENG,GK,Newcastle Utd,eng Premier League,26,1990,10.0,281,179,102,36,0,12,2,0,0,0,0,0,72,5,204,11,225,0,0,26,143,0,5,2,1
612,Matteo Darmian\Matteo-Darmian,it ITA,DF,Manchester Utd,eng Premier League,27,1989,4.9,241,200,41,1,0,49,2,4,0,0,0,0,146,32,63,35,150,13,40,2,193,1,5,3,9
613,Ben Davies\Ben-Davies,wal WAL,DF,Tottenham,eng Premier League,24,1993,25.8,1708,1412,296,17,0,293,55,89,41,7,3,6,1012,237,459,1207,149,86,238,2,1275,5,30,53,82
614,Tom Davies\Tom-Davies,eng ENG,MF,Everton,eng Premier League,19,1998,21.1,707,678,29,9,1,126,13,10,9,0,0,0,504,89,114,91,544,51,3,6,537,4,19,20,23
615,Steven Davis\Steven-Davis,nir NIR,MF,Southampton,eng Premier League,32,1985,16.9,1063,1014,49,14,1,169,32,17,26,2,0,0,761,96,206,134,843,75,0,3,866,3,17,25,25
616,Salem Al-Dawsari\Salem-Al-Dawsari,sa KSA,MF,Villarreal,es La Liga,25,1991,0.4,17,17,0,0,0,3,0,1,0,0,0,0,17,0,0,3,14,0,0,0,15,0,0,0,1
617,Craig Dawson\Craig-Dawson,eng ENG,DF,West Brom,eng Premier League,27,1990,27.9,1085,949,136,6,0,198,40,23,0,0,0,0,501,158,426,62,695,135,130,12,739,8,45,23,39
618,Kevin De Bruyne\Kevin-De-Bruyne,be BEL,MF,Manchester City,eng Premier League,26,1991,34.1,2939,2688,251,68,14,454,130,145,132,4,10,4,2232,188,519,338,2505,51,36,5,2293,16,66,90,102
619,Sebastien De Maio\Sebastien-De-Maio,fr FRA,DF,Bologna,it Serie A,30,1987,22.8,1147,1062,85,39,0,127,48,2,0,0,0,0,743,128,276,174,839,68,46,3,932,1,38,14,17
620,Rodrigo De Paul\Rodrigo-De-Paul,ar ARG,MFFW,Udinese,it Serie A,23,1994,25.8,1105,967,138,41,9,184,68,86,75,16,23,7,655,178,272,40,1028,13,17,4,761,7,27,35,53
621,Daniele De Rossi\Daniele-De-Rossi,it ITA,MF,Roma,it Serie A,34,1983,20.3,1303,1241,62,59,3,134,64,2,0,0,0,0,860,152,291,235,994,54,3,6,1093,5,27,10,13
622,Mattia De Sciglio\Mattia-De-Sciglio,it ITA,DF,Juventus,it Serie A,24,1992,10.8,796,707,89,1,0,87,19,16,0,0,0,0,570,107,119,125,548,25,88,4,698,1,7,16,18
623,Lorenzo De Silvestri\Lorenzo-De-Silvestri,it ITA,DFMF,Torino,it Serie A,29,1988,32.8,1726,1367,359,12,0,224,25,64,0,0,0,0,828,336,562,103,1092,131,347,6,1238,6,46,34,66
624,Lucas Deaux\Lucas-Deaux,fr FRA,MF,Guingamp,fr Ligue 1,28,1988,21.6,1161,1130,31,21,0,187,30,19,2,0,0,0,875,78,208,136,907,88,7,3,936,5,37,25,25
625,Mathieu Debuchy\Mathieu-Debuchy,fr FRA,DF,Saint-Étienne,fr Ligue 1,32,1985,14.6,781,637,144,1,0,125,16,38,2,0,0,0,412,114,255,25,510,80,141,5,575,3,20,18,31
626,Troy Deeney\Troy-Deeney,eng ENG,FW,Watford,eng Premier League,29,1988,20.5,545,533,12,1,1,163,4,11,0,0,0,0,236,124,185,21,312,122,1,17,309,3,17,21,21
627,Jermain Defoe\Jermain-Defoe,eng ENG,FW,Bournemouth,eng Premier League,34,1982,12.1,133,118,15,0,0,29,1,3,0,0,0,0,99,17,17,15,111,6,0,1,95,2,1,6,9
628,Steven Defour\Steven-Defour,be BEL,MF,Burnley,eng Premier League,29,1988,22.2,1039,1020,19,12,0,169,32,29,2,1,0,0,739,82,218,120,858,51,4,4,844,7,25,22,17
629,Grégoire Defrel\Gregoire-Defrel,mq MTQ,FWMF,Roma,it Serie A,26,1991,5.4,138,134,4,1,2,32,3,3,2,0,0,0,111,17,10,110,16,8,0,0,116,0,1,1,7
630,Alessandro Deiola\Alessandro-Deiola,it ITA,MF,Cagliari,it Serie A,21,1995,5.0,148,143,5,0,0,29,4,4,0,0,0,0,86,33,29,16,119,4,5,1,104,1,3,6,3
631,Lorenzo Del Pinto\Lorenzo-Del-Pinto,it ITA,MF,Benevento,it Serie A,27,1990,8.4,396,393,3,2,0,74,3,1,0,0,0,0,305,41,50,55,317,17,0,2,323,0,3,7,10
632,Damien Delaney\Damien-Delaney,ie IRL,DF,Crystal Palace,eng Premier League,36,1981,1.1,42,42,0,0,0,7,0,0,0,0,0,0,22,1,19,31,2,8,0,0,30,0,2,0,2
633,Thomas Delaney\Thomas-Delaney,dk DEN,MF,Werder Bremen,de Bundesliga,25,1991,31.1,1274,1243,31,24,4,254,27,29,0,0,0,0,668,228,378,877,184,115,7,16,921,12,49,25,24
634,Jonathan Delaplace\Jonathan-Delaplace,fr FRA,MF,Caen,fr Ligue 1,31,1986,6.5,225,224,1,0,1,28,5,6,0,0,0,0,147,24,54,44,156,22,0,0,167,1,9,1,5
635,Cristian Dell'Orco\Cristian-DellOrco,it ITA,DF,Sassuolo,it Serie A,23,1994,4.7,186,158,28,6,0,24,4,1,0,0,0,0,82,34,70,113,30,15,22,0,119,1,4,4,7
636,Andy Delort\Andy-Delort,dz ALG,FW,Toulouse,fr Ligue 1,25,1991,25.9,788,715,73,27,3,184,36,83,19,0,0,0,354,176,258,33,567,103,7,38,449,0,28,29,37
637,Fabian Delph\Fabian-Delph,eng ENG,DF,Manchester City,eng Premier League,27,1989,19.3,1720,1598,122,8,0,247,31,15,0,0,0,0,1454,121,145,1000,562,31,114,3,1589,2,14,27,13
638,Mousa Dembélé\Mousa-Dembele,be BEL,MF,Tottenham,eng Premier League,30,1987,20.9,1414,1375,39,20,0,253,11,3,0,0,0,0,1238,110,66,1108,246,48,4,4,1301,2,7,19,12
639,Ousmane Dembélé\Ousmane-Dembele,fr FRA,FWMF,Barcelona,es La Liga,20,1997,10.2,498,466,32,3,2,108,20,25,25,0,4,0,414,36,48,228,259,5,4,1,392,6,5,23,26
640,Jessy Deminguet\Jessy-Deminguet,fr FRA,MFFW,Caen,fr Ligue 1,19,1998,5.9,219,196,23,6,0,46,11,25,14,0,0,0,136,17,66,181,16,14,3,3,143,4,11,5,9
641,Kerem Demirbay\Kerem-Demirbay,de GER,MF,Hoffenheim,de Bundesliga,24,1993,13.5,742,648,94,34,1,111,30,16,47,5,11,4,459,114,169,579,117,20,13,5,577,5,7,21,10
642,Ermedin Demirović\Ermedin-Demirovic,ba BIH,FW,Alavés,es La Liga,19,1998,2.0,31,31,0,0,0,8,1,1,0,0,0,0,17,3,11,3,19,6,0,1,20,0,1,1,3
643,Diego Demme\Diego-Demme,de GER,MF,RB Leipzig,de Bundesliga,25,1991,25.4,2040,1932,108,90,7,261,26,12,0,0,0,0,1475,224,341,232,1716,57,17,12,1691,11,33,23,45
644,Fabio Depaoli\Fabio-Depaoli,it ITA,MFDF,Chievo,it Serie A,20,1997,13.2,403,339,64,6,0,60,15,23,1,0,0,0,181,75,147,23,288,25,57,1,263,1,14,6,20
645,Memphis Depay\Memphis-Depay,nl NED,FWMF,Lyon,fr Ligue 1,23,1994,28.4,1282,1121,161,44,5,237,78,84,89,0,0,0,925,102,255,180,1054,21,16,8,945,9,25,36,53
646,Mathieu Deplagne\Mathieu-Deplagne,fr FRA,DF,Troyes,fr Ligue 1,25,1991,26.8,1289,1051,238,14,0,186,21,34,2,0,0,0,754,193,342,114,828,104,222,5,1005,4,20,37,36
647,Laurent Depoitre\Laurent-Depoitre,be BEL,FW,Huddersfield,eng Premier League,28,1988,20.2,465,443,22,0,0,145,2,1,0,0,0,0,238,101,126,29,245,105,0,15,271,1,15,7,17
648,Mike van der Hoorn\Mike-van-der-Hoorn,nl NED,DF,Swansea City,eng Premier League,24,1992,21.6,885,855,30,13,0,150,19,7,1,0,0,0,552,73,260,61,710,76,16,4,670,0,26,14,15
649,Gregory van der Wiel\Gregory-van-der-Wiel,nl NED,DF,Cagliari,it Serie A,29,1988,3.2,167,144,23,2,0,22,10,7,0,0,0,0,95,27,45,17,117,6,21,1,133,2,3,0,4
650,Daniele Dessena\Daniele-Dessena,it ITA,MFDF,Cagliari,it Serie A,30,1987,6.4,243,225,18,2,0,37,3,8,0,0,0,0,119,47,77,32,170,19,16,2,163,0,6,5,6
651,Mattia Destro\Mattia-Destro,it ITA,FW,Bologna,it Serie A,26,1991,18.0,300,284,16,1,1,87,2,5,0,0,0,0,185,68,47,29,205,33,2,5,195,2,6,9,15
652,Gerard Deulofeu\Gerard-Deulofeu,es ESP,FWMF,Watford,eng Premier League,23,1994,4.8,164,155,9,1,1,50,5,6,6,3,0,0,127,17,20,10,148,4,2,0,115,1,2,6,14
653,Gerard Deulofeu\Gerard-Deulofeu,es ESP,MFFW,Barcelona,es La Liga,23,1994,5.6,290,276,14,1,0,58,3,14,12,0,3,0,238,18,34,17,266,5,1,1,226,0,1,3,16
654,Gianluca Di Chiara\Gianluca-Di-Chiara,it ITA,DF,Benevento,it Serie A,23,1993,11.2,634,541,93,19,1,58,18,19,6,0,0,0,363,86,185,521,27,14,68,2,492,6,15,9,15
655,Federico Di Francesco\Federico-Di-Francesco,it ITA,FWDF,Bologna,it Serie A,23,1994,17.7,465,446,19,1,1,107,9,21,0,0,0,0,331,54,80,58,374,10,16,2,347,2,15,12,25
656,Davide Di Gennaro\Davide-Di-Gennaro,it ITA,MF,Lazio,it Serie A,29,1988,0.1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0
657,Ángel Di María\Angel-Di-Maria,ar ARG,FW,Paris S-G,fr Ligue 1,29,1988,23.4,1263,1128,135,23,0,180,68,110,87,0,0,0,874,108,281,1131,94,12,24,2,906,7,36,47,64
658,Franco Di Santo\Franco-Di-Santo,ar ARG,FWMF,Schalke 04,de Bundesliga,28,1989,18.4,483,465,18,1,2,94,4,31,0,0,0,0,257,112,114,49,342,55,0,6,325,1,9,9,29
659,Cheick Diabaté\Cheick-Diabate,ml MLI,FWMF,Benevento,it Serie A,29,1988,7.4,117,107,10,0,0,35,2,0,0,0,0,0,65,36,16,19,67,20,0,4,89,1,3,2,0
660,Fousseni Diabaté\Fousseni-Diabate,ml MLI,MFFW,Leicester City,eng Premier League,21,1995,6.5,236,235,1,1,0,50,5,12,0,0,0,0,190,16,30,160,55,15,0,1,176,0,7,12,12
661,Moussa Diaby\Moussa-Diaby,fr FRA,MF,Crotone,it Serie A,18,1999,0.8,20,18,2,0,0,6,2,2,2,0,0,0,11,3,6,13,7,0,0,0,15,0,1,0,1
662,Fallou Diagne\Fallou-Diagne,sn SEN,DFMF,Metz,fr Ligue 1,27,1989,24.9,1041,1014,27,25,0,126,67,1,0,0,0,0,659,80,302,55,850,105,1,6,792,5,47,23,12
663,Adama Diakhaby\Adama-Diakhaby,fr FRA,FWMF,Monaco,fr Ligue 1,21,1996,9.5,214,209,5,0,0,44,7,21,0,0,0,0,147,28,39,156,25,24,3,2,140,3,3,5,16
